9.131158737742058662e+00,9.090536310207339099e+00,9.131158737742058662e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.830923681086668253e+00,9.963798433490346440e+00,9.830923681086668253e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.459058749043752101e+00,9.397333220012123789e+00,9.459058749043752101e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.189355024797038141e+00,9.372102434823837314e+00,9.189355024797038141e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.983158404477615377e+00,8.978733539744711223e+00,8.983158404477615377e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.667416962390392499e+00,9.695194740168094683e+00,9.667416962390392499e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.189609240677331314e+00,9.275148564662742956e+00,9.189609240677331314e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.697427856254401846e+00,9.796634205460758693e+00,9.697427856254401846e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.014343979827361508e+01,1.025534456017836860e+01,1.014343979827361508e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.022277219293354023e+00,9.025116665950253747e+00,9.022277219293354023e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.393345785169206152e+00,9.434025198401696954e+00,9.393345785169206152e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.941272025940369517e+00,9.838668729692583881e+00,9.941272025940369517e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.280447240423434607e+00,9.393487987637907821e+00,9.280447240423434607e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.556024587231798151e+00,9.439357920565042193e+00,9.556024587231798151e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.004479316624556340e+01,1.004488418516729809e+01,1.004479316624556340e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.120325265773972845e+00,9.183932029407172237e+00,9.120325265773972845e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.833446057211407521e+00,9.919281068614621333e+00,9.833446057211407521e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.963946292397480420e+00,8.947173358449576952e+00,8.963946292397480420e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.545258720316279977e+00,9.656645773208502703e+00,9.545258720316279977e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.414152559517450669e+00,9.617486310533996274e+00,9.414152559517450669e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.535730857949904049e+00,9.524145492339053831e+00,9.535730857949904049e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.003484536299608898e+01,1.014992472807544210e+01,1.003484536299608898e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.187538006298971993e+00,9.147368708101820900e+00,9.187538006298971993e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.240004129216105255e+00,9.242646319979449743e+00,9.240004129216105255e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.769969878262429575e+00,9.772050427556466801e+00,9.769969878262429575e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.726874496508925105e+00,9.790805980114740237e+00,9.726874496508925105e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.848853709596502526e+00,9.865142410233159964e+00,9.848853709596502526e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.489731954647787404e+00,9.359326424123290522e+00,9.182052613387480022e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.195834741592618045e+00,9.180132476664134344e+00,9.195834741592618045e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.470641470987736454e+00,9.244240890821474821e+00,9.470641470987736454e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.558166687568110831e+00,9.445934994753999447e+00,9.558166687568110831e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.065316821884447585e+01,1.063729520297148490e+01,1.065316821884447585e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.440765837381132286e+00,9.538313228341920080e+00,9.440765837381132286e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.261643408410636269e+00,9.031457888345775231e+00,9.261643408410636269e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.643631041583136110e+00,9.743631041583164176e+00,9.643631041583136110e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.031383419828025794e+01,1.033093921362067036e+01,1.031383419828025794e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.486370731746813334e+00,9.502557494986172415e+00,9.486370731746813334e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.444927582721936332e+00,9.561836978768457840e+00,9.444927582721936332e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.437464619700485002e+00,9.420804481845634015e+00,9.437464619700485002e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.323494877556315785e+00,9.615325081424593634e+00,9.323494877556315785e+00,0.000000000000000000e+00,0.000000000000000000e+00
