9.845147536270756561e+00,9.840801664606095400e+00,9.845147536270756561e+00,9.819753804442871825e+00,9.881976307881005894e+00
9.429159694300135897e+00,9.547016837157398683e+00,9.429159694300135897e+00,9.622810487950982150e+00,9.622810487951030112e+00
1.004490558709589010e+01,1.018776272995299870e+01,1.004490558709589010e+01,1.022474914772340426e+01,1.026443168740592249e+01
9.451805476388400962e+00,9.451805476388399185e+00,9.451805476388400962e+00,9.524320359712833195e+00,9.619029354421826383e+00
9.761533897189018205e+00,1.000022899688852895e+01,9.761533897189018205e+00,9.864548647077414856e+00,9.939981606010244164e+00
9.661154116751246690e+00,9.578817442572267638e+00,9.661154116751246690e+00,9.667016509305256022e+00,9.736761231820219464e+00
9.310452140166280088e+00,9.335809283023349892e+00,9.310452140166280088e+00,9.448635720889903666e+00,9.486642616356709468e+00
9.276236791276222249e+00,9.437765725128087979e+00,9.276236791276222249e+00,9.389043085670515154e+00,9.627769934595688639e+00
9.090937799496002114e+00,9.240750668928516376e+00,9.090937799496002114e+00,9.207636970884195193e+00,9.397284292613450774e+00
9.655030666106004134e+00,9.583512487324414408e+00,9.655030666106004134e+00,9.669132179648753933e+00,9.808690589650618463e+00
1.003898454192921541e+01,1.014187537406037443e+01,1.003898454192921541e+01,1.008898851579723654e+01,1.018314521533033279e+01
9.189919229754673680e+00,9.334055181429594228e+00,9.189919229754673680e+00,9.337458912294398061e+00,9.340633515468981685e+00
8.986108794037063419e+00,9.056139581434189623e+00,8.986108794037063419e+00,9.118054365145976448e+00,9.119806195846516417e+00
9.105488640059192562e+00,9.305851718356034752e+00,9.105488640059192562e+00,9.257036259106916631e+00,9.349099751170294681e+00
1.021535399884471040e+01,1.031059209408294564e+01,1.021535399884471040e+01,1.051257622106687428e+01,1.053717939567025041e+01
9.104858244233014375e+00,9.185817790730496313e+00,9.104858244233014375e+00,9.245498242841776459e+00,9.189848760928690297e+00
8.836374472295938531e+00,8.989634036861472666e+00,8.836374472295938531e+00,8.855926131810848645e+00,9.023787691588763593e+00
9.640137752044163122e+00,9.686876809706031821e+00,9.640137752044163122e+00,9.766198915063542429e+00,9.732870133705358029e+00
9.813133302452319739e+00,9.932138299659728276e+00,9.813133302452319739e+00,9.955473499748475064e+00,9.953635808433503485e+00
9.912143007406415407e+00,1.003035729312067481e+01,9.912143007406415407e+00,1.006849221375567183e+01,1.019150808677155950e+01
9.865002299331386837e+00,9.786184954241027967e+00,9.638675404780920886e+00,9.880686019722789482e+00,1.000603493320402215e+01
9.445979275812916853e+00,9.559314926884797003e+00,9.445979275812916853e+00,9.548402986280359883e+00,9.474216612004203952e+00
9.283093403866612192e+00,9.478114615830467216e+00,9.283093403866612192e+00,9.344810481462639373e+00,9.400504010797789078e+00
9.679174397285118303e+00,9.845841063951725758e+00,9.679174397285118303e+00,9.946899265009927049e+00,9.987904556015237745e+00
9.334305216774328784e+00,9.285791007522215423e+00,9.334305216774328784e+00,9.356305654144680517e+00,9.293295264184781246e+00
9.470267081832677292e+00,9.452767081832716300e+00,9.470267081832677292e+00,9.600193280803523521e+00,9.607336137946393961e+00
9.765356050312878011e+00,9.829641764598612497e+00,9.765356050312878011e+00,9.935036003765954860e+00,9.895353464083360251e+00
9.314808183521979146e+00,9.457647597907536507e+00,9.314808183521979146e+00,9.430069059408582532e+00,9.544983497957838736e+00
9.732779976601484861e+00,9.855079425505564927e+00,9.732779976601484861e+00,9.850824757859108161e+00,9.906869273892445094e+00
9.721259793671727323e+00,9.755747070550231825e+00,9.909109758174587057e+00,9.764070797181091166e+00,9.978811672143450551e+00
